# GOODBYE ADS
#
# Goodbye Ads is Specially Designed for Mobile Ad Protection.
#
# Github : https://github.com/jerryn70/GoodbyeAds
# Telegram : https://t.me/GoodbyeAds
# XDA : https://forum.xda-developers.com/android/software-hacking/goodbye-ads-advanced-protection-ads-ad-t3827269
#
# Type : GoodbyeAds YouTube AdBlock
# Updated On:03-02-2020 
# Created by:Jerryn70 (XDA Senior Member)
#
# LOCAL HOSTS
#
0.0.0.0 r16---sn-q4f7snes.googlevideo.com
0.0.0.0 r16---sn-u2bpouxgoxu-hxaz.googlevideo.com
0.0.0.0 r16---sn-vgqs7n7k.googlevideo.com
0.0.0.0 r16---sn-vgqs7ne7.googlevideo.com
0.0.0.0 r16---sn-vgqs7nez.googlevideo.com
0.0.0.0 r16---sn-vgqs7nly.googlevideo.com
0.0.0.0 r16---sn-vgqs7nlz.googlevideo.com
0.0.0.0 r16---sn-vgqsen76.googlevideo.com
0.0.0.0 r16---sn-vgqsen7z.googlevideo.com
0.0.0.0 r16---sn-vgqsenes.googlevideo.com
0.0.0.0 r16---sn-vgqsenld.googlevideo.com
0.0.0.0 r17---sn-25ge7nes.googlevideo.com
0.0.0.0 r17---sn-4g57kn7e.googlevideo.com
0.0.0.0 r17---sn-4g57knd7.googlevideo.com
0.0.0.0 r17---sn-4g57kner.googlevideo.com
0.0.0.0 r17---sn-4g5e6n7d.googlevideo.com
0.0.0.0 r17---sn-4g5e6nez.googlevideo.com
0.0.0.0 r17---sn-5hne6n7s.googlevideo.com
0.0.0.0 r17---sn-5uaezn6k.googlevideo.com
0.0.0.0 r17---sn-5uaeznd7.googlevideo.com
0.0.0.0 r17---sn-5uaeznk7.googlevideo.com
0.0.0.0 r17---sn-5uaeznkl.googlevideo.com
0.0.0.0 r17---sn-5uaeznks.googlevideo.com
0.0.0.0 r17---sn-5uaeznls.googlevideo.com
0.0.0.0 r17---sn-5ualdn7d.googlevideo.com
0.0.0.0 r17---sn-5ualdn7e.googlevideo.com
0.0.0.0 r17---sn-5ualdn7l.googlevideo.com
0.0.0.0 r17---sn-a5m7lnlz.googlevideo.com
0.0.0.0 r17---sn-a5mlrn7z.googlevideo.com
0.0.0.0 r17---sn-aigl6n76.googlevideo.com
0.0.0.0 r17---sn-aiglln7r.googlevideo.com
0.0.0.0 r17---sn-aigllnds.googlevideo.com
0.0.0.0 r17---sn-p5qlsn6l.googlevideo.com
0.0.0.0 r17---sn-p5qlsn6s.googlevideo.com
0.0.0.0 r17---sn-p5qlsnzd.googlevideo.com
0.0.0.0 r17---sn-p5qs7n7l.googlevideo.com
0.0.0.0 r17---sn-p5qs7n7s.googlevideo.com
0.0.0.0 r17---sn-p5qs7nee.googlevideo.com
0.0.0.0 r17---sn-q4f7snes.googlevideo.com
0.0.0.0 r17---sn-u2bpouxgoxu-hxaz.googlevideo.com
0.0.0.0 r17---sn-vgqs7n7k.googlevideo.com
0.0.0.0 r17---sn-vgqs7ne7.googlevideo.com
0.0.0.0 r17---sn-vgqs7nez.googlevideo.com
0.0.0.0 r17---sn-vgqs7nly.googlevideo.com
0.0.0.0 r17---sn-vgqs7nlz.googlevideo.com
0.0.0.0 r17---sn-vgqsen76.googlevideo.com
0.0.0.0 r17---sn-vgqsen7z.googlevideo.com
0.0.0.0 r17---sn-vgqsenes.googlevideo.com
0.0.0.0 r17---sn-vgqsenld.googlevideo.com
0.0.0.0 r18---sn-25ge7nes.googlevideo.com
0.0.0.0 r18---sn-4g57kn7e.googlevideo.com
0.0.0.0 r18---sn-4g57knd7.googlevideo.com
0.0.0.0 r18---sn-4g57kner.googlevideo.com
0.0.0.0 r18---sn-4g5e6n7d.googlevideo.com
0.0.0.0 r18---sn-4g5e6nez.googlevideo.com
0.0.0.0 r18---sn-5hne6n7s.googlevideo.com
0.0.0.0 r18---sn-5uaezn6k.googlevideo.com
0.0.0.0 r18---sn-5uaeznd7.googlevideo.com
0.0.0.0 r18---sn-5uaeznk7.googlevideo.com
0.0.0.0 r18---sn-5uaeznkl.googlevideo.com
0.0.0.0 r18---sn-5uaeznks.googlevideo.com
0.0.0.0 r18---sn-5uaeznls.googlevideo.com
0.0.0.0 r18---sn-5ualdn7d.googlevideo.com
0.0.0.0 r18---sn-5ualdn7e.googlevideo.com
0.0.0.0 r18---sn-5ualdn7l.googlevideo.com
0.0.0.0 r18---sn-a5m7lnlz.googlevideo.com
0.0.0.0 r18---sn-a5mlrn7z.googlevideo.com
0.0.0.0 r18---sn-aigl6n76.googlevideo.com
0.0.0.0 r18---sn-aiglln7r.googlevideo.com
0.0.0.0 r18---sn-aigllnds.googlevideo.com
0.0.0.0 r18---sn-p5qlsn6l.googlevideo.com
0.0.0.0 r18---sn-p5qlsn6s.googlevideo.com
0.0.0.0 r18---sn-p5qlsnzd.googlevideo.com
0.0.0.0 r18---sn-p5qs7n7l.googlevideo.com
0.0.0.0 r18---sn-p5qs7n7s.googlevideo.com
0.0.0.0 r18---sn-p5qs7nee.googlevideo.com
0.0.0.0 r18---sn-q4f7snes.googlevideo.com
0.0.0.0 r18---sn-u2bpouxgoxu-hxaz.googlevideo.com
0.0.0.0 r18---sn-vgqs7n7k.googlevideo.com
0.0.0.0 r18---sn-vgqs7ne7.googlevideo.com
0.0.0.0 r18---sn-vgqs7nez.googlevideo.com
0.0.0.0 r18---sn-vgqs7nly.googlevideo.com
0.0.0.0 r18---sn-vgqs7nlz.googlevideo.com
0.0.0.0 r18---sn-vgqsen76.googlevideo.com
0.0.0.0 r18---sn-vgqsen7z.googlevideo.com
0.0.0.0 r18---sn-vgqsenes.googlevideo.com
0.0.0.0 r18---sn-vgqsenld.googlevideo.com
0.0.0.0 r19---sn-25ge7nes.googlevideo.com
0.0.0.0 r19---sn-4g57kn7e.googlevideo.com
0.0.0.0 r19---sn-4g57knd7.googlevideo.com
0.0.0.0 r19---sn-4g57kner.googlevideo.com
0.0.0.0 r19---sn-4g5e6n7d.googlevideo.com
0.0.0.0 r19---sn-4g5e6nez.googlevideo.com
0.0.0.0 r19---sn-5hne6n7s.googlevideo.com
0.0.0.0 r19---sn-5uaezn6k.googlevideo.com
0.0.0.0 r19---sn-5uaeznd7.googlevideo.com
0.0.0.0 r19---sn-5uaeznk7.googlevideo.com
0.0.0.0 r19---sn-5uaeznkl.googlevideo.com
0.0.0.0 r19---sn-5uaeznks.googlevideo.com
0.0.0.0 r19---sn-5uaeznls.googlevideo.com
0.0.0.0 r19---sn-5ualdn7d.googlevideo.com
0.0.0.0 r19---sn-5ualdn7e.googlevideo.com
0.0.0.0 r19---sn-5ualdn7l.googlevideo.com
0.0.0.0 r19---sn-a5m7lnlz.googlevideo.com
0.0.0.0 r19---sn-a5mlrn7z.googlevideo.com
0.0.0.0 r19---sn-aigl6n76.googlevideo.com
0.0.0.0 r19---sn-aiglln7r.googlevideo.com
0.0.0.0 r19---sn-aigllnds.googlevideo.com
0.0.0.0 r19---sn-p5qlsn6l.googlevideo.com
0.0.0.0 r19---sn-p5qlsn6s.googlevideo.com
0.0.0.0 r19---sn-p5qlsnzd.googlevideo.com
0.0.0.0 r19---sn-p5qs7n7l.googlevideo.com
0.0.0.0 r19---sn-p5qs7n7s.googlevideo.com
0.0.0.0 r19---sn-p5qs7nee.googlevideo.com
0.0.0.0 r19---sn-q4f7snes.googlevideo.com
0.0.0.0 r19---sn-u2bpouxgoxu-hxaz.googlevideo.com
0.0.0.0 r19---sn-vgqs7n7k.googlevideo.com
0.0.0.0 r19---sn-vgqs7ne7.googlevideo.com
0.0.0.0 r19---sn-vgqs7nez.googlevideo.com
0.0.0.0 r19---sn-vgqs7nly.googlevideo.com
0.0.0.0 r19---sn-vgqs7nlz.googlevideo.com
0.0.0.0 r19---sn-vgqsen76.googlevideo.com
0.0.0.0 r19---sn-vgqsen7z.googlevideo.com
0.0.0.0 r19---sn-vgqsenes.googlevideo.com
0.0.0.0 r19---sn-vgqsenld.googlevideo.com
0.0.0.0 r20---sn-25ge7nes.googlevideo.com
0.0.0.0 r20---sn-4g57kn7e.googlevideo.com
0.0.0.0 r20---sn-4g57knd7.googlevideo.com
0.0.0.0 r20---sn-4g57kner.googlevideo.com
0.0.0.0 r20---sn-4g5e6n7d.googlevideo.com
0.0.0.0 r20---sn-4g5e6nez.googlevideo.com
0.0.0.0 r20---sn-5hne6n7s.googlevideo.com
0.0.0.0 r20---sn-5uaezn6k.googlevideo.com
0.0.0.0 r20---sn-5uaeznd7.googlevideo.com
0.0.0.0 r20---sn-5uaeznk7.googlevideo.com
0.0.0.0 r20---sn-5uaeznkl.googlevideo.com
0.0.0.0 r20---sn-5uaeznks.googlevideo.com
0.0.0.0 r20---sn-5uaeznls.googlevideo.com
0.0.0.0 r20---sn-5ualdn7d.googlevideo.com
0.0.0.0 r20---sn-5ualdn7e.googlevideo.com
0.0.0.0 r20---sn-5ualdn7l.googlevideo.com
0.0.0.0 r20---sn-a5m7lnlz.googlevideo.com
0.0.0.0 r20---sn-a5mlrn7z.googlevideo.com
0.0.0.0 r20---sn-aigl6n76.googlevideo.com
0.0.0.0 r20---sn-aiglln7r.googlevideo.com
0.0.0.0 r20---sn-aigllnds.googlevideo.com
0.0.0.0 r20---sn-p5qlsn6l.googlevideo.com
0.0.0.0 r20---sn-p5qlsn6s.googlevideo.com
0.0.0.0 r20---sn-p5qlsnzd.googlevideo.com
0.0.0.0 r20---sn-p5qs7n7l.googlevideo.com
0.0.0.0 r20---sn-p5qs7n7s.googlevideo.com
0.0.0.0 r20---sn-p5qs7nee.googlevideo.com
0.0.0.0 r20---sn-q4f7snes.googlevideo.com
0.0.0.0 r20---sn-u2bpouxgoxu-hxaz.googlevideo.com
0.0.0.0 r20---sn-vgqs7n7k.googlevideo.com
0.0.0.0 r20---sn-vgqs7ne7.googlevideo.com
0.0.0.0 r20---sn-vgqs7nez.googlevideo.com
0.0.0.0 r20---sn-vgqs7nly.googlevideo.com
0.0.0.0 r20---sn-vgqs7nlz.googlevideo.com
0.0.0.0 r20---sn-vgqsen76.googlevideo.com
0.0.0.0 r20---sn-vgqsen7z.googlevideo.com
0.0.0.0 r20---sn-vgqsenes.googlevideo.com
0.0.0.0 r20---sn-vgqsenld.googlevideo.com
#kwe
0.0.0.0 manifest.googlevideo.com
0.0.0.0 yyz10s14-in-f14.1e100.net
0.0.0.0 www.youtube-nocookie.com
# √Say Goodbye to Ads
